 ,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sale Amount,Cost Price,Profit,Payment Mode,Delivery Status,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Stock Left
ORD1490,26-04-2025,02-05-2025,CUST886,Leah Pruitt,Corporate,PROD1655,Sofa,Furniture,East,New Jersey,East Herbertland,3,2999,10,8097.3,6066.06,2031.24,Debit Card,Pending,No,0,Rogers Group,ericlarsen@example.net,15
ORD1491,21-09-2024,28-09-2024,CUST811,Timothy Novak,Home Office,PROD2165,File Folder,Office Supplies,East,Illinois,Davidport,7,4179,20,23402.4,17242.74,6159.66,Debit Card,Delivered,No,0,"Dunlap, Cruz and Jenkins",marilyn40@example.net,42
ORD1492,12-07-2024,13-07-2024,CUST445,Joseph Rogers,Home Office,PROD7811,File Folder,Office Supplies,North,Tennessee,West Jennifer,3,423,5,1205.55,823.2,382.35,Cash,Returned,No,0,Miller Group,bridget87@example.org,44
ORD1493,03-06-2025,10-06-2025,CUST286,Jorge Li,Corporate,PROD6092,File Folder,Office Supplies,South,South Carolina,Port Tonya,10,2785,15,23672.5,20646.3,3026.2,Debit Card,Delivered,No,0,Crawford-Mitchell,troyterrell@example.net,42
ORD1494,14-09-2024,16-09-2024,CUST717,Zachary Dawson,Home Office,PROD5630,Juice Pack,Grocery,West,South Carolina,New Maria,10,3951,0,39510,25045.76,14464.24,Debit Card,Returned,Yes,35,Lawrence-Pratt,randylawrence@example.net,3
ORD1495,01-01-2024,04-01-2024,CUST488,Kathryn Peters,Home Office,PROD2169,Bookshelf,Furniture,North,Utah,Warrenborough,8,546,5,4149.6,3305.48,844.12,Cash,Delivered,No,0,Bell Inc,cgonzalez@example.com,34
ORD1496,29-07-2025,02-08-2025,CUST686,Michael Turner,Corporate,PROD1995,Office Chair,Furniture,West,Nebraska,Port Kaylastad,2,2782,0,5564,4738.76,825.24,Credit Card,Cancelled,Yes,30,Mullins-Berry,sarah41@example.org,4
ORD1497,19-01-2025,21-01-2025,CUST568,Harold Hunter,Consumer,PROD2342,Calculator,Office Supplies,North,Alabama,Tylerfort,1,2868,0,2868,1731.68,1136.32,Debit Card,Delivered,No,0,Bowen-Patel,ghamilton@example.com,46
ORD1498,30-04-2025,02-05-2025,CUST591,Michael Nelson,Corporate,PROD1821,Rice Bag,Grocery,North,Alaska,South Robert,2,1224,15,2080.8,1465.9,614.9,Debit Card,Pending,No,0,"Gray, Gilbert and Bennett",hrichardson@example.net,39
ORD1499,02-12-2023,04-12-2023,CUST276,Elizabeth Roberts MD,Home Office,PROD1837,Keyboard,Electronics,West,Arkansas,Lake David,10,407,10,3663,2884.4,778.6,Debit Card,Delivered,No,0,"Merritt, Glover and Fowler",voliver@example.net,35
ORD1500,10-06-2025,13-06-2025,CUST193,David Guerrero,Home Office,PROD9258,Monitor,Electronics,South,Washington,East Steve,1,3268,20,2614.4,1570.98,1043.42,Net Banking,Cancelled,No,0,"Barker, Browning and Booth",kingkyle@example.net,34
ORD1501,23-06-2024,24-06-2024,CUST262,Sarah Roy,Corporate,PROD7579,Dining Table,Furniture,North,Oregon,East Mary,4,2861,10,10299.6,8976.62,1322.98,UPI,Delivered,No,0,"Alvarez, Thompson and Morris",ronaldmathis@example.net,10
ORD1502,20-08-2025,21-08-2025,CUST253,Steven Jackson,Home Office,PROD6890,Stapler,Office Supplies,East,Louisiana,Tonyachester,2,4840,20,7744,6339.24,1404.76,Net Banking,Returned,No,0,"Patel, Hawkins and Carlson",wilsonjacob@example.net,32
ORD1503,01-11-2024,02-11-2024,CUST493,Brian Chambers,Consumer,PROD3568,File Folder,Office Supplies,South,Rhode Island,East Laura,4,1311,20,4195.2,3600.11,595.09,Credit Card,Cancelled,Yes,40,"Schneider, Smith and Haynes",amylynn@example.org,4
ORD1504,04-12-2024,09-12-2024,CUST289,Robert Hunt,Home Office,PROD8427,Stapler,Office Supplies,East,Kentucky,Port Madisonside,2,4032,5,7660.8,5668.34,1992.46,Debit Card,Cancelled,Yes,25,"Olson, Williams and Russell",ramirezkyle@example.org,2
ORD1505,03-12-2023,06-12-2023,CUST594,William Brown,Consumer,PROD9148,Monitor,Electronics,North,Kentucky,Port Jamiehaven,7,202,0,1414,1203.8,210.2,UPI,Returned,Yes,38,Flores-Nichols,william98@example.org,4
ORD1506,31-07-2024,04-08-2024,CUST465,Patrick Hernandez,Consumer,PROD2328,Notebook,Office Supplies,South,Iowa,North Ashley,10,4839,15,41131.5,36798.25,4333.25,Cash,Cancelled,No,0,Perez-Leonard,jessica76@example.net,16
ORD1507,17-06-2025,18-06-2025,CUST593,Stephen Davis,Home Office,PROD5153,Pen,Office Supplies,South,Texas,Mckayville,8,3910,20,25024,20694.05,4329.95,Cash,Cancelled,No,0,"Gonzalez, Knapp and Lopez",daniel23@example.com,42
ORD1508,03-02-2025,05-02-2025,CUST934,Amanda Morales,Consumer,PROD1909,Bookshelf,Furniture,East,Georgia,Rodriguezshire,3,1480,5,4218,2801.32,1416.68,Net Banking,Pending,No,0,Donovan-Jones,tammyallen@example.org,28
ORD1509,24-05-2025,30-05-2025,CUST445,Robyn Scott,Corporate,PROD3750,Rice Bag,Grocery,East,Vermont,West Hannahton,6,2547,20,12225.6,8083.63,4141.97,Cash,Cancelled,No,0,Osborn-Jordan,kayla48@example.net,30
ORD1510,18-10-2025,20-10-2025,CUST731,Vanessa Brown MD,Consumer,PROD3456,Headphones,Electronics,North,Michigan,Carterfort,10,224,15,1904,1645.61,258.39,Debit Card,Delivered,No,0,Phillips-Bowen,chris90@example.net,22
ORD1511,20-03-2024,24-03-2024,CUST751,Shelia Davis,Consumer,PROD4993,Headphones,Electronics,South,Texas,Port Emilyfurt,4,281,5,1067.8,812.49,255.31,Net Banking,Returned,No,0,Merritt PLC,linda26@example.net,23
ORD1512,24-10-2025,25-10-2025,CUST647,Kimberly Foster,Corporate,PROD4819,Pen,Office Supplies,West,Alabama,Loweryshire,6,4467,10,24121.8,15897.66,8224.14,Credit Card,Cancelled,No,0,"Smith, Lopez and Jones",qewing@example.com,27
ORD1513,20-10-2024,27-10-2024,CUST972,Robert Maynard,Corporate,PROD7841,Keyboard,Electronics,West,West Virginia,North Kathryn,9,4357,0,39213,25702.31,13510.69,Credit Card,Returned,No,0,Duncan-Howe,imonroe@example.net,32
ORD1514,08-06-2024,14-06-2024,CUST665,Jacob Reed,Home Office,PROD9505,Mouse,Electronics,South,Mississippi,New Williamfurt,10,617,0,6170,3704,2466,Debit Card,Cancelled,No,0,Smith Group,erin56@example.net,11
ORD1515,31-01-2024,05-02-2024,CUST478,Thomas Stewart,Corporate,PROD8772,Juice Pack,Grocery,South,New Hampshire,Diazhaven,1,4560,20,3648,2463.24,1184.76,UPI,Pending,No,0,Obrien Ltd,pwebb@example.com,48
ORD1516,22-04-2025,25-04-2025,CUST595,Lauren Suarez,Consumer,PROD5286,Stapler,Office Supplies,West,Louisiana,Port Robertton,7,962,0,6734,4378.94,2355.06,Credit Card,Delivered,No,0,Myers-Espinoza,holdershannon@example.net,47
ORD1517,20-04-2025,21-04-2025,CUST201,Gary Garrett,Consumer,PROD8703,Rice Bag,Grocery,North,Wisconsin,Patrickshire,3,2182,10,5891.4,3724.93,2166.47,UPI,Pending,No,0,Adams-Valencia,jeffreymullins@example.net,35
ORD1518,12-10-2025,14-10-2025,CUST870,Robert Proctor,Corporate,PROD3803,Juice Pack,Grocery,East,Alaska,South Donna,10,309,5,2935.5,2438.75,496.75,Net Banking,Returned,No,0,Martinez and Sons,joshua24@example.org,20
ORD1519,20-08-2024,25-08-2024,CUST857,Cheryl Cooper,Corporate,PROD2102,Sugar,Grocery,West,Delaware,Smithport,5,4411,10,19849.5,12155.44,7694.06,Credit Card,Returned,No,0,Wright-Williamson,donaldmitchell@example.com,18
ORD1520,06-05-2024,13-05-2024,CUST229,Jennifer Miller,Corporate,PROD5037,Mouse,Electronics,South,Kansas,Annatown,4,1082,20,3462.4,2190.61,1271.79,UPI,Pending,No,0,Nunez LLC,michael49@example.org,24
ORD1521,25-02-2024,01-03-2024,CUST243,Lindsey Lopez,Consumer,PROD4476,Bookshelf,Furniture,South,Utah,Hansenburgh,3,4804,15,12250.2,9890.96,2359.24,Cash,Delivered,No,0,"Gonzalez, Lambert and Kim",fsmith@example.net,10
ORD1522,08-05-2025,09-05-2025,CUST359,Jason Smith,Consumer,PROD6083,Keyboard,Electronics,West,Missouri,West Douglas,1,4143,0,4143,3137.13,1005.87,Debit Card,Pending,Yes,43,White PLC,ysnow@example.org,8
ORD1523,16-11-2024,23-11-2024,CUST689,Tyler Price,Home Office,PROD5603,Laptop,Electronics,East,Louisiana,West Melissa,3,3410,15,8695.5,6858.63,1836.87,UPI,Returned,Yes,48,Green-Price,amber21@example.net,8
ORD1524,30-04-2024,04-05-2024,CUST685,Andrew Collins,Consumer,PROD1921,Laptop,Electronics,North,Missouri,North Mistyland,4,4291,0,17164,12419.18,4744.82,UPI,Delivered,No,0,Miller-Rice,woodsharon@example.com,50
ORD1525,29-03-2024,30-03-2024,CUST783,Geoffrey Castaneda,Home Office,PROD2740,Notebook,Office Supplies,West,Missouri,Lake Joseph,6,1590,20,7632,5497.42,2134.58,Net Banking,Cancelled,No,0,Smith-Wiggins,jeff61@example.com,22
ORD1526,01-08-2024,08-08-2024,CUST540,Jonathan Wilson,Corporate,PROD4706,Office Chair,Furniture,East,Delaware,Jamesburgh,9,4667,0,42003,30837.54,11165.46,Net Banking,Returned,No,0,"Carrillo, Reed and Walker",amywilson@example.org,26
ORD1527,26-10-2025,02-11-2025,CUST465,Rachel Foster,Home Office,PROD1093,Sugar,Grocery,East,Kentucky,Port Daniellebury,10,153,10,1377,1101.09,275.91,Cash,Returned,Yes,41,Chen-Pena,murphyaaron@example.org,4
ORD1528,22-10-2025,23-10-2025,CUST151,Emily Richardson,Corporate,PROD5947,Juice Pack,Grocery,South,Pennsylvania,New Charlesview,9,4857,20,34970.4,24023.86,10946.54,Cash,Pending,No,0,Snyder-Williams,zbrooks@example.net,15
ORD1529,02-09-2025,05-09-2025,CUST962,Rachel Rodriguez,Home Office,PROD7056,Office Chair,Furniture,South,Vermont,Port Janethaven,5,3912,10,17604,14160.26,3443.74,Debit Card,Delivered,No,0,"Hicks, Lyons and Perry",miranda29@example.org,38
ORD1530,25-02-2025,28-02-2025,CUST318,Melissa Johnson,Consumer,PROD5328,Snacks,Grocery,North,Rhode Island,Sandersfort,7,3150,20,17640,13295.34,4344.66,Credit Card,Returned,No,0,"Gay, Buck and Morris",qcarpenter@example.net,30
ORD1531,23-11-2023,24-11-2023,CUST248,Thomas Reed,Corporate,PROD9812,Laptop,Electronics,South,Arizona,Wangland,10,108,5,1026,737.65,288.35,UPI,Pending,No,0,Esparza Inc,qcompton@example.com,17
ORD1532,05-05-2024,07-05-2024,CUST637,Robert Ramirez,Consumer,PROD1866,Stapler,Office Supplies,South,Louisiana,Alyssaview,7,3306,10,20827.8,16134.46,4693.34,Cash,Returned,No,0,Morrison-Richardson,tperry@example.net,11
ORD1533,01-06-2024,06-06-2024,CUST697,Jane Smith,Consumer,PROD9109,Snacks,Grocery,South,Florida,Port Edwardberg,6,3615,0,21690,18228.9,3461.1,Debit Card,Cancelled,No,0,"Goodman, Weiss and Mitchell",aguilarmelissa@example.net,25
ORD1534,01-07-2024,03-07-2024,CUST911,Michael Gonzales,Consumer,PROD9544,Calculator,Office Supplies,East,Michigan,New Crystal,4,523,5,1987.4,1267.57,719.83,Net Banking,Delivered,No,0,Chandler-Park,houstongeoffrey@example.com,29
ORD1535,06-01-2024,08-01-2024,CUST145,Ricardo Rodriguez,Home Office,PROD3939,Office Chair,Furniture,East,Illinois,Lake Jamesstad,7,2930,20,16408,14189.69,2218.31,Net Banking,Pending,No,0,Burns Inc,blairmichael@example.com,13
ORD1536,02-07-2025,06-07-2025,CUST132,Jamie Krueger,Corporate,PROD9980,Office Chair,Furniture,North,Arizona,East Ashley,8,4771,0,38168,23694.85,14473.15,Credit Card,Delivered,No,0,"Gamble, Rowland and Obrien",jamie10@example.com,10
ORD1537,10-05-2025,16-05-2025,CUST382,Jodi Williams,Home Office,PROD3261,Pen,Office Supplies,North,Michigan,Port Robert,8,4820,20,30848,20548.68,10299.32,UPI,Delivered,No,0,"Silva, Graham and Williams",udavis@example.com,23
ORD1538,14-07-2025,17-07-2025,CUST930,Russell Johnson,Consumer,PROD2995,Dining Table,Furniture,East,Colorado,Cainton,1,1446,15,1229.1,828.56,400.54,Credit Card,Returned,Yes,28,"White, Turner and Russell",youngtina@example.org,2
ORD1539,27-06-2025,01-07-2025,CUST246,Susan Ramsey,Corporate,PROD2147,Office Chair,Furniture,North,Kansas,Carolynview,1,1913,10,1721.7,1293.86,427.84,Cash,Returned,No,0,Young-Walker,utaylor@example.net,46
ORD1540,28-07-2025,31-07-2025,CUST193,Jeffrey Wilson III,Consumer,PROD9459,Sugar,Grocery,North,West Virginia,Chapmanshire,1,2477,10,2229.3,1789.81,439.49,Credit Card,Pending,No,0,Garcia PLC,farmeralbert@example.org,46
ORD1541,13-05-2024,20-05-2024,CUST554,Amy Oneill,Home Office,PROD4921,Pen,Office Supplies,South,Wisconsin,Smithbury,6,4891,10,26411.4,19101.1,7310.3,Credit Card,Pending,Yes,20,"Meyer, Martin and Green",marksloan@example.com,8
ORD1542,01-11-2024,04-11-2024,CUST626,Daniel Leblanc,Consumer,PROD2253,Laptop,Electronics,West,Utah,Robinsonside,5,4819,20,19276,13360.62,5915.38,Credit Card,Pending,No,0,Conrad LLC,reesejesus@example.net,39
ORD1543,26-11-2024,02-12-2024,CUST350,James James,Corporate,PROD3333,Monitor,Electronics,North,Rhode Island,South Kristine,5,3546,0,17730,15190.54,2539.46,Credit Card,Delivered,No,0,"Hall, Lee and Smith",billy96@example.com,12
ORD1544,04-03-2025,08-03-2025,CUST119,Theresa King,Consumer,PROD1835,Office Chair,Furniture,West,Nebraska,Patelmouth,8,3368,5,25596.8,19997.77,5599.03,UPI,Delivered,No,0,Fox Ltd,james49@example.net,49
ORD1545,25-09-2024,28-09-2024,CUST909,Joseph Wade,Corporate,PROD7929,Stapler,Office Supplies,West,Kentucky,Jasonbury,8,2285,15,15538,9521.63,6016.37,UPI,Pending,No,0,Herrera Inc,dustin71@example.org,27
ORD1546,10-05-2025,17-05-2025,CUST998,Jessica Caldwell,Home Office,PROD7700,Juice Pack,Grocery,East,Louisiana,Gravestown,2,4911,10,8839.8,5787.88,3051.92,Net Banking,Returned,No,0,White LLC,williamsamy@example.com,46
ORD1547,15-07-2024,17-07-2024,CUST736,Michelle Scott,Consumer,PROD2323,Mouse,Electronics,South,Idaho,Pollardchester,10,892,20,7136,4431.1,2704.9,Cash,Returned,No,0,Taylor Group,ricardomahoney@example.com,15
ORD1548,25-08-2024,27-08-2024,CUST396,Andrew Estrada,Corporate,PROD3603,Pen,Office Supplies,West,South Dakota,Shanemouth,10,1030,0,10300,6638.59,3661.41,Net Banking,Delivered,No,0,"Spears, Davis and Juarez",glenndavis@example.org,29
ORD1549,24-02-2024,02-03-2024,CUST771,Christian Curry,Home Office,PROD2625,Juice Pack,Grocery,West,Alaska,New Saramouth,7,3003,5,19969.95,13677.23,6292.72,UPI,Returned,No,0,Holmes Inc,wilkinshunter@example.net,18
ORD1550,28-10-2024,31-10-2024,CUST941,Natasha Haynes,Home Office,PROD2336,Office Chair,Furniture,East,Washington,Katrinachester,3,2103,10,5678.1,3876.11,1801.99,UPI,Returned,Yes,21,"Burnett, Harris and Spencer",mtodd@example.org,9
ORD1551,15-01-2025,19-01-2025,CUST862,James Davis,Consumer,PROD1950,Pen,Office Supplies,North,Georgia,East Loristad,8,606,5,4605.6,3793.21,812.39,Debit Card,Cancelled,No,0,Stone-Powell,jcherry@example.net,34
ORD1552,04-12-2023,06-12-2023,CUST506,Christopher Harris,Home Office,PROD7018,Sofa,Furniture,North,North Carolina,West Lindsaytown,10,1590,10,14310,10684.26,3625.74,Debit Card,Pending,Yes,20,Diaz Inc,reedaustin@example.com,6
ORD1553,16-11-2024,22-11-2024,CUST414,John Ortiz,Home Office,PROD8242,Pen,Office Supplies,West,Alaska,Patelmouth,3,1713,5,4882.05,3853.85,1028.2,Cash,Returned,No,0,"Adams, Taylor and Williams",walkermichelle@example.net,29
ORD1554,15-04-2024,21-04-2024,CUST850,Cory Lewis,Home Office,PROD3672,Headphones,Electronics,North,Texas,West Michelle,7,2136,20,11961.6,9444.56,2517.04,Net Banking,Cancelled,No,0,Coleman and Sons,lindamacdonald@example.org,30
ORD1555,08-07-2024,09-07-2024,CUST939,Fernando Flores,Corporate,PROD6799,Notebook,Office Supplies,West,California,South Scottberg,9,1014,10,8213.4,5910.71,2302.69,UPI,Cancelled,No,0,"Luna, Nash and Phillips",kevinsmith@example.com,23
ORD1556,07-05-2024,09-05-2024,CUST448,Holly Stewart,Home Office,PROD8421,Monitor,Electronics,North,Washington,West Michaelview,2,1047,5,1989.3,1671.47,317.83,Net Banking,Delivered,No,0,Holmes Ltd,kmartinez@example.com,46
ORD1557,22-06-2025,26-06-2025,CUST237,Robert Navarro,Home Office,PROD8731,Study Table,Furniture,North,North Carolina,Petersborough,8,3844,5,29214.4,17957.66,11256.74,Debit Card,Cancelled,Yes,38,"Stone, Cole and Benson",zbaker@example.net,3
ORD1558,26-11-2023,28-11-2023,CUST570,Jasmine Beard,Corporate,PROD4916,Office Chair,Furniture,North,Kansas,Lake Justin,5,680,15,2890,1741.21,1148.79,Cash,Delivered,No,0,"Washington, Wood and Garcia",josephlopez@example.org,50
ORD1559,02-05-2024,07-05-2024,CUST653,Patricia King,Home Office,PROD2772,Study Table,Furniture,North,Delaware,Jennaview,2,1073,5,2038.7,1405.58,633.12,Credit Card,Returned,No,0,Hamilton Ltd,psmith@example.com,38
ORD1560,15-04-2024,18-04-2024,CUST934,Rachel Smith DVM,Consumer,PROD4049,Cooking Oil,Grocery,East,Alabama,Brittneyville,4,2280,5,8664,5959.53,2704.47,Cash,Returned,No,0,Nguyen-Martin,seanlewis@example.com,36
ORD1561,02-02-2025,07-02-2025,CUST846,Grace Williams,Consumer,PROD1851,Cooking Oil,Grocery,South,South Carolina,New Donna,1,1561,10,1404.9,981.81,423.09,UPI,Delivered,No,0,Perkins Group,bowerscarolyn@example.org,32
ORD1562,06-04-2024,08-04-2024,CUST241,Hannah Arnold,Corporate,PROD2112,Sofa,Furniture,South,Oklahoma,Alvarezborough,10,3443,0,34430,27517.72,6912.28,Net Banking,Cancelled,No,0,"Martin, Dorsey and Gutierrez",taylorhill@example.net,29
ORD1563,04-08-2025,07-08-2025,CUST809,Brianna Coffey,Corporate,PROD5509,Monitor,Electronics,North,Delaware,Clarkberg,9,1845,20,13284,9633.67,3650.33,Net Banking,Delivered,No,0,Tran Inc,kbailey@example.net,24
ORD1564,02-04-2024,09-04-2024,CUST592,Ashley Taylor,Home Office,PROD3123,Keyboard,Electronics,West,Indiana,Brianland,2,2332,20,3731.2,2730.61,1000.59,Debit Card,Cancelled,No,0,"Andrade, Parks and Larson",nguyenmarcus@example.com,18
ORD1565,24-01-2024,29-01-2024,CUST793,Erik Briggs,Corporate,PROD1428,Sofa,Furniture,North,Maine,East Robertberg,8,3571,0,28568,25127.84,3440.16,Debit Card,Pending,No,0,Walters Inc,jmartin@example.net,18
ORD1566,18-10-2025,20-10-2025,CUST424,Crystal Colon,Consumer,PROD2815,Pen,Office Supplies,West,Indiana,East Kristenside,7,4186,10,26371.8,18075.35,8296.45,Cash,Pending,No,0,Sawyer LLC,mark36@example.org,22
ORD1567,23-05-2025,25-05-2025,CUST512,Leah Black,Corporate,PROD5597,Sofa,Furniture,South,Georgia,North Melissa,9,3199,20,23032.8,16160.48,6872.32,Debit Card,Returned,No,0,"Tran, Shepherd and Rogers",ethanjohnson@example.com,13
ORD1568,09-01-2025,14-01-2025,CUST771,Hannah Dixon,Home Office,PROD8774,Study Table,Furniture,East,Connecticut,Sawyerborough,1,1527,5,1450.65,1052.57,398.08,Credit Card,Pending,No,0,Norman-Stewart,jessicaaguilar@example.net,22
ORD1569,15-01-2025,17-01-2025,CUST568,Joseph Coleman,Consumer,PROD8214,Calculator,Office Supplies,South,New Mexico,Maymouth,9,2957,10,23951.7,14431.94,9519.76,Cash,Cancelled,Yes,28,Young Ltd,desireetodd@example.com,2
ORD1570,04-03-2024,10-03-2024,CUST404,Linda Crane,Consumer,PROD2737,Study Table,Furniture,North,Wyoming,Lake Gregoryburgh,3,4727,15,12053.85,8828.79,3225.06,Net Banking,Returned,Yes,50,"Schmidt, Dudley and Phillips",heathermeyer@example.com,0
ORD1571,03-10-2025,07-10-2025,CUST464,Jessica Smith,Consumer,PROD1039,Dining Table,Furniture,East,Louisiana,Janetton,10,339,0,3390,2778.6,611.4,Cash,Pending,No,0,Wolf-Grant,willie45@example.net,12
ORD1572,25-09-2024,29-09-2024,CUST129,Eric Knight,Consumer,PROD9246,Dining Table,Furniture,South,Vermont,East Gene,6,1810,0,10860,9718.29,1141.71,Cash,Cancelled,No,0,Stone Inc,nicholasedwards@example.com,46
ORD1573,28-03-2024,02-04-2024,CUST946,Tyler Cantu,Home Office,PROD4569,Sugar,Grocery,South,West Virginia,West Jonathan,1,4893,15,4159.05,3379.63,779.42,Cash,Delivered,Yes,40,"Gonzales, Murray and Higgins",monica05@example.com,9
ORD1574,09-02-2025,10-02-2025,CUST314,Kevin Padilla,Consumer,PROD6160,Sugar,Grocery,East,Kentucky,Kaylaview,8,2540,0,20320,17770.32,2549.68,UPI,Returned,Yes,35,Dixon PLC,carlosdavidson@example.org,6
ORD1575,17-01-2024,22-01-2024,CUST386,Rebecca Lewis,Home Office,PROD5284,Mouse,Electronics,North,Alabama,Hillville,9,1810,20,13032,9162.51,3869.49,Credit Card,Returned,Yes,43,Graham-Jones,chill@example.net,9
ORD1576,14-05-2024,19-05-2024,CUST315,Dylan Campbell,Consumer,PROD5283,Mouse,Electronics,South,Idaho,Juliestad,5,285,15,1211.25,1080.38,130.87,Net Banking,Delivered,No,0,Ramirez Inc,joshuaperry@example.org,37
ORD1577,30-01-2024,04-02-2024,CUST318,Virginia Torres,Consumer,PROD6703,Juice Pack,Grocery,East,Nebraska,Nathanside,9,499,0,4491,3637.77,853.23,UPI,Delivered,Yes,50,"Cook, Greene and Berry",toddconrad@example.net,9
ORD1578,17-10-2024,24-10-2024,CUST707,Susan Sherman,Corporate,PROD2823,Bookshelf,Furniture,South,New Hampshire,Harrisstad,10,313,0,3130,2268.02,861.98,Debit Card,Returned,No,0,Baker-Miller,gaywhitney@example.com,25
ORD1579,08-01-2024,10-01-2024,CUST750,Tara Rodriguez,Consumer,PROD5371,Dining Table,Furniture,North,Indiana,South Louisstad,6,3215,15,16396.5,11197.65,5198.85,UPI,Delivered,No,0,"Wiley, Wade and Allen",alexandersanders@example.org,38
ORD1580,06-05-2025,10-05-2025,CUST132,Carl Murphy,Corporate,PROD1105,Headphones,Electronics,West,Washington,Joshualand,2,1220,10,2196,1806.66,389.34,Cash,Pending,No,0,Ryan and Sons,vstewart@example.com,42
ORD1581,29-07-2025,04-08-2025,CUST769,Vanessa Cooper,Home Office,PROD4592,Laptop,Electronics,North,Kansas,East Timothy,3,4692,10,12668.4,8968.97,3699.43,UPI,Pending,No,0,Bradley-Garcia,saracobb@example.org,34
ORD1582,13-09-2025,15-09-2025,CUST706,Troy Cook,Corporate,PROD1774,Keyboard,Electronics,South,Pennsylvania,Port Loganhaven,4,1225,15,4165,3372.87,792.13,Credit Card,Delivered,Yes,20,"Decker, Colon and Weber",scott02@example.com,5
ORD1583,07-04-2024,12-04-2024,CUST924,Nicholas Harper,Home Office,PROD5435,Rice Bag,Grocery,West,Florida,North Stanley,3,1024,5,2918.4,2315.91,602.49,Cash,Delivered,No,0,"Gallegos, Williams and Davis",angela58@example.org,45
ORD1584,02-01-2024,05-01-2024,CUST508,Mike Navarro,Home Office,PROD6068,Bookshelf,Furniture,West,Nebraska,New Anthonystad,3,4383,10,11834.1,9188.6,2645.5,Credit Card,Returned,Yes,47,Williams-Crawford,yvargas@example.net,5
ORD1585,20-05-2024,22-05-2024,CUST780,David Scott,Corporate,PROD1651,File Folder,Office Supplies,North,Tennessee,Lake Cherylhaven,7,4187,20,23447.2,17774.74,5672.46,Debit Card,Pending,No,0,Norris-Robinson,cwatson@example.net,19
ORD1586,02-06-2024,09-06-2024,CUST376,Christopher Mayo,Home Office,PROD1684,Rice Bag,Grocery,East,Wisconsin,Port Melissa,7,3258,10,20525.4,18039.58,2485.82,Credit Card,Pending,No,0,"Perez, Brandt and Macdonald",sandra42@example.net,28
ORD1587,17-02-2024,21-02-2024,CUST334,Anthony Santiago,Consumer,PROD8172,Notebook,Office Supplies,West,Wisconsin,Coletown,8,1963,15,13348.4,8079.41,5268.99,Credit Card,Returned,No,0,"Lloyd, Rocha and Clark",millerbonnie@example.net,12
ORD1588,28-07-2025,03-08-2025,CUST672,Ryan Flores,Consumer,PROD4326,Juice Pack,Grocery,West,Georgia,Alyssaburgh,7,2044,15,12161.8,7432.97,4728.83,Net Banking,Delivered,No,0,"Adams, Richard and Ortiz",kendrajohnson@example.net,12
ORD1589,01-08-2024,04-08-2024,CUST690,Raymond Garcia,Home Office,PROD6803,Juice Pack,Grocery,East,Wisconsin,Kaitlynmouth,1,3239,15,2753.15,2444.83,308.32,UPI,Pending,No,0,Garner Group,ialvarado@example.org,42
ORD1590,12-10-2025,16-10-2025,CUST611,Benjamin Noble,Home Office,PROD4076,Stapler,Office Supplies,West,Rhode Island,Andrewhaven,6,4781,10,25817.4,17095.56,8721.84,Cash,Pending,No,0,"Hernandez, Davis and Foster",gjenkins@example.com,33
ORD1591,07-03-2024,13-03-2024,CUST360,Shawn Jones,Consumer,PROD9699,Mouse,Electronics,East,Massachusetts,South Mark,6,262,10,1414.8,1228.71,186.09,Net Banking,Delivered,No,0,"Alvarado, Baker and Dominguez",tbrown@example.org,12
ORD1592,26-11-2024,03-12-2024,CUST918,Teresa Butler,Home Office,PROD5352,Keyboard,Electronics,North,Florida,Aliciaville,8,1373,5,10434.8,7263.44,3171.36,Debit Card,Cancelled,No,0,Blanchard and Sons,keith49@example.net,21
ORD1593,24-08-2024,27-08-2024,CUST132,Samantha Wells,Consumer,PROD5708,Notebook,Office Supplies,North,Alabama,South Robert,6,4605,20,22104,16201.97,5902.03,Cash,Returned,Yes,40,Ponce-Gomez,valentinewilliam@example.org,4
ORD1594,19-07-2025,20-07-2025,CUST489,Laura Harding MD,Corporate,PROD5641,Laptop,Electronics,South,Montana,Port Luis,7,3587,0,25109,18535.02,6573.98,Net Banking,Returned,No,0,"White, Beasley and Jones",lori08@example.com,10
ORD1595,05-11-2024,07-11-2024,CUST928,Kevin Rogers,Home Office,PROD3559,Laptop,Electronics,West,Nebraska,Port Thomasville,1,431,5,409.45,367.24,42.21,UPI,Cancelled,No,0,Ellison LLC,sarah19@example.org,19
ORD1596,11-08-2025,18-08-2025,CUST734,Jennifer Bridges,Home Office,PROD6930,Calculator,Office Supplies,North,Colorado,Allenview,9,3146,0,28314,18931.06,9382.94,Cash,Cancelled,No,0,White-Wagner,jcruz@example.net,12
ORD1597,20-09-2025,25-09-2025,CUST180,Charles Rodriguez,Corporate,PROD5094,Laptop,Electronics,South,Wisconsin,Lake Erichaven,2,3308,5,6285.2,4713.29,1571.91,UPI,Cancelled,No,0,"Le, Morris and Bailey",cheryl31@example.com,27
